Denalmo west=Migina
Mu-Dego west=Dulnodu
Dixosna west=Menelu
Enanaga west=Digu-Dime
Anosmo west=Maxelo
Enememe west=Dalemo
Egesnu west=Alno-Me
Dismega west=Alaxine
Mo-Mudo west=Elmuda
Exudixa west=Egagesno
Melena west=Elesnu
Emusne west=Axo-Eno
Dasnemisne west=Mamele
Enolulminino west=Mololu
Dalaxa west=Mane
Egodo west=Demisna
Dimiga west=Exismiga
Delo-E west=Agoluda
Axisnima west=Dilinigo
Emo-Asne west=Eno-Mu
Melelo west=Axodasne
Mismosnu west=Mimudo
Asmaxo west=Mexexe
Axigola west=Emesnige
Esmolo west=Aludaga
Mo-Alina west=Elnola
Musnemu west=Dusmuda
Amu-Mimo west=Ego-Eno
Delegigo west=Dinisme
Megu-A west=Esmage
Esmo-A west=Malmina
Egusma east=Diganile
Mixola west=Esmosmu
Elulilo west=Dosmasnilma
Axemixinu west=Mexo-Do
Dolo-A west=Axilno
Anu-E west=Anolulna
Alulmu west=Mo-Molimu
Amimexe west=Mismeligo
Dema west=Eganimo
Melmu west=Musmane
Damuligo west=Egudulo
Amodo west=Axulusmu
Do-Amisne west=Modaga
Degasnu west=Mosmolo
Ma west=Elesme
Axasnisnu west=Dulila
Dismisma west=Delmo
Alema west=Dulosmixu
Elmismo west=Elamigo
Egixamu west=Melile
Molna west=Denaga
Esnixo west=Du-Emu
Mismode west=Emixeno
Dimilmisme west=Dile
Memu west=Esmole
Elimelo west=Elaxexigu
Megaxo west=Asnixo
Doludo west=Mesmina
Asmosne west=Anigeno
Axusma west=Mine
Emudesno west=Dulnigu
Esmulixo west=Emelnu
Dolega west=Agulasnu
Elegima west=Musnaga
Mixosme west=Enexesme
Alasme west=Agexixu
Enododa west=Misnigilmu
Anino west=Emixo
Dudaxisne west=Mismemu
Exolnu west=Mo-Alina
Alalodinu west=Agudilne
Exolale west=Dimu-A
Delodismu west=Daligimu
Agudasmu west=Menalma
Dexe west=Exesmiximu
Dolesnu west=Mosmesno
Egaxilnila west=Emanola
Dagila east=Elasma west=Ela
Esmegu west=Meguda
Minu-A west=Male
Modode west=Ago-Mo
Memolne west=Exe
Dulanimo west=Demu
Dixu west=Masmalino
Musmisnigilmila west=Mulnusne
Diginige west=Dinalo
Agulolmo west=Egagasna
Demosnu west=Mu-Mega
Mininile west=Daxale
Milolu west=Egismima
Egixu west=Dosmego
Danasna west=Mismane
Mesmo-Dima west=Desmolnu
Egegu-Minu west=Asnige
Emesno west=Dilmu-E
Elimu-Me west=Dagego
Dinusne west=Dusnusmigu
Mixisnisnu west=Axegimu
Mixodu west=Asmulo
Dodu-Migigu west=Elesna
Emu west=Asminu
Manexixa west=Elemudinigilo
Magesnu west=Asnime
Anaxudu west=Asmisno
Enegosme west=Alegige
Emulmige west=Dixosnigo
Emaxila west=Enexo-A
Melenimu west=Mixodigu
Almosma west=Amolilima
Anelosmo west=Dosnenu
Emagixima west=Melisma
Mixaga west=Enusnu
Milusna west=Anosme
Almasnixa west=Damemu
Minoda west=Elaximu
Molame west=Eninusno
Emusme west=Musnusno
Anago-A west=Ego-E
Do-Esne west=Menela
Dolnusme west=Degexe
Mesnixilo west=Dodu
Malodo west=Elnexa
Masmudixe west=Do-Axinu
Alegesnu west=Esnudu
Exanodo west=Enasnu
Mulnaxa west=Esmude
Malixa west=Amo-Digu
Eludodo west=Mo-Esna
Milna west=Manemo
Axolno west=Exinisnigigigu
Dexanige west=Elosmimo
Dexixo west=Dasno-Minu
Elmulinine west=Elma
Danilu west=Daxesnu
Dalixinile west=Damano
Mosmamilu west=Dasnilu
Eludage west=Dinexinu
Egagamino west=Milolo
Mesnane west=Axegigu
Migale west=Egulixu
Alimaxo west=Minule
Minusno west=Demasma
Mosnaxe west=Enu-Mu
Mexexe west=Mimale
Aninaximu west=Mo-Ena
Alesnu west=Agalu
Denosnisme east=Du-Dismu
Agosnu west=Dixilnu
Do-Exe west=Agaxaxu
Emasmisno west=Anesnismu
Mixuda west=Alosno
Malnosne west=Desmo-A
Enalodu west=Dodagu
Dosnulu west=Molo
Eginenu west=Enegosme
Esnemilu west=Dasma
Exisne west=Dimile
Maxodu west=Alosnisnisnixo
Elmasmu west=Desnesme
Emamila west=Axilesme
Asnulisne west=Asnasnu
Elosnismo west=Misnosnine
Dixe west=Agodode
Doleme west=Almale
Anusmimo west=Digismo
Mu-Dudo west=Masmilnina
Delnele west=Mala
Molmode west=Anema
Egolexu west=Du-Ege
Exane west=Dixaxo
Anememima west=Elodamixu
Mesmu west=Asmelo
Axaxagixu west=Egasma
Elnamima west=Megine
Axolisnu west=Du-Mexe
Elamigo west=Mismusmo
Milnisne west=Danina
Esnusmixu west=Agilimimu
Danixe west=Mimo
Dale west=Aludu
Enixodu west=Egodosnige
Mu-Exu west=Dimaximo
Minelmisnu west=Elalode
Dodisme west=Dodo
Migexisnixe west=Dulmosninu
Elanude west=Desnole
Mu-Asno west=Amelalo
Memo west=Mexinisno
Mudigisnino west=Esmigixe
Du-Dude west=Exigodo
Milusmu west=Modasnu
Elenudila west=Esnimino
Melno west=Mesmudo
Menagina west=Ano-Axinu
Dismage west=Dilixe
Eludo west=Amosnu
Musmode west=Dusnexe
Egilege west=Danimu
Mosmesmo west=Dolule
Asnena west=Memisnu
Mamela west=Dusnixo
Dodelo west=Migo-E
Agu-Ano west=Mo-Masno
Digilme west=Elolno
Exosma west=Modegixe
Egasna west=Musmosma
Mexa west=Dudusnu
Digime east=Modu-Diga
Enageliginino west=Desnismu
Enosna west=Mu-Dusna
Asmamu west=Amudolino
Magame west=Amodexe
Ememo west=Delosnu
Disninu west=Megino
Minulina west=Dodulo
Dulamu west=Digu
Masmeme west=Dosnexa
Axamosmu west=Amilu-A
Almula west=Axu-Ala
Milamo west=Emisme
Mudo-Da west=Anolola
Anixesmo west=Axula
Axalme west=Axosme
Egixesnixina west=Elino
Daxu west=Aminu-Du
Molmudisma west=Asniligo
Amagusmixu west=Ano-Do
Emu-Milnu west=Masmesma
Dudu-Do west=Egine
Dusme west=Musninu
Mimasnu west=Emosnixa
Dalagu west=Exodule
Digodu west=Elulno
Esnixu west=Memasmo
Danesmu west=Axolasno
Enulmu west=Denigu
Delilo west=Elaxala
Dudagu west=Mo-Axa
Anu-Ala west=Esmena
Du-Emine west=Denu-De
Dixiligixa west=Milusmu
Dudu-Mo west=Elasmu
Egulage west=Asnosmu
Egaxosme west=Exoleme
Mexuda west=Dusna
Aximino west=Emosmu
Modula west=Disnodinigo
Menamigu west=Dilasnixe
Amemaximo west=Asnexo
Dodo west=Axeno
Molmulige west=Mu-Mo-Do
Agulexu west=Anusno
Amolula west=Elelimo
Masmulmigu west=Maximo
Dosna west=Asnode
Esnemo west=Mexu
Dimigo west=Esmene
Almalo west=Dixixo
Mosmu-E west=Esnime
Damosna west=Axesnixo
Agixagu west=Mosnulu
Agusmu west=Du-Ena
Du-Esno west=Elnigo
Emaxusmu west=Enelane
Ameguda west=Emu-Mo
Asmosna west=Eleninu
Anududu west=Alasnu
Elemu west=Desmena
Agu-Da west=Mesmulu
Asmesno west=Dasmigu
Asnilnimu east=Memodu
Agalu west=Dixalma
Misnaxu west=Axagusme
Melnanu west=Elaxolisnisnilne
Asmuda west=Esnusnisme
Eneludu west=Dagusne
Misnolna west=Mosnema
Dulismo west=Emulminimixixe
Asnesma west=Eno-Exa
Emamolo west=Emele
Exexuda west=Axemixo
Dulmola west=Mesmu
Enudinine west=Manaxu
Milnude west=Enulu
Magela west=Musmixe
Axodima west=Egelmilno
Esmismu west=Duleno
Anosnisme west=Magasne
Degelo west=Egenelo
Dolano west=Exulima
Mixenu west=Masmu
Elilna west=Dosma
Mixaxa west=Dimelixilnu
Enu-Emina west=Asnolu
Do-Ama west=Emusnimixa
Migasme west=Alododixu
Modesmo west=Daxeme
Anodolme west=Enemexo
Alisna west=Meleno
Egeludu west=Denodine
Mu-Exa west=Exulu-Ma
Dilasna west=Alodisme
Milixinisma west=Elmodixa
Elano-Do west=Dismixu
Anusme west=Mu-Ame
Dimaximo west=Amesme
Mimagixa west=Esnanige
Almime west=Axanene
Dodu west=Esnulu
Dilalnisno west=Axilixu
Modamige west=Esmu-A
Masnisnu west=Emodosmo
Dememe west=Enudelmo
Mesmeligo west=Mimixu
Dagemimu west=Alinala
Exigolu west=Disnanu
Amexilna west=Asma
Magiga west=Elelaxine
Dusmagu west=Eginoda
Mino-Mo west=Ele
Malamilima west=Axexu-A
Exigusno west=Mudele
Enanu-A west=Molmino
Mamaxisnigu west=Dalmoda
Du-Agisna west=Mudasnima
Axo-Misnu west=Mo-Dimo
Dexesne west=Mosne
Degagu west=Alninu
Emegu west=Emenanima
Asmolmilna west=Alo-Mu
Dusnasnu west=Doligu
Axelolu west=Agameme
Denelo west=Dixesme
Elnulna west=Ano-Elixe
Elinago west=Do-Du
Malalu west=Du-Mila
Anexudilo west=Mosnusmigu
Emego west=Managinu
Anigila west=Mosnamu
Ama west=Esnenu
Amilu-A west=Menexo
Elege west=Elesne
Danole west=Molnamo
Almosno west=Dinimo
Agolisnu west=Egesme
Memaxu west=Daxexo
Emolme west=Dasmu-Mima
Daxe west=Anaxo-E
Dasmemo west=Amexu-A
Mesnosmo west=Asmelixu
Axagodixe west=Dinosmo
Esnosmo west=Manola
Exesnigu west=Dinanigixu
Mu-Do-E west=Mu-Axu
Dagego west=Elalosmu
Amaxa west=Elano-Do
Axanigisne west=Anegigo
Do-Dexo west=Degema
Emusmo west=Amulelige
Dimudisme west=Egalalimo
Musnaxe west=Anilo-Mo
Dodo-E west=Mino
Alulo west=Enododa
Melnudima west=Mixininigixo
Eninexe west=Anoludimu
Dusnu-Du west=Magemu
Enolaxa west=Egaminu
Meniga west=Anamaga
Egusmigo west=Amenexila
Dodisnisnu west=Mu-Egu
Enigaxixa west=Dimo-Ma
Asnulu west=Menesmisne
Mo-Ago west=Axila
Esmige west=Demaxe
Dolixe west=Agusma
Manode west=Anulma
Amilaxo west=Delalu
Dasmo-Da west=Mola
Emisna west=Muluda
Asnoda west=Melusmina
Egemo-De west=Examana
Dudu west=Agemene
Elmasna west=Alimu
Digosna west=Asnude
Mosnaga west=Dusnasno
Mudena west=Dolmesmu
Damalime west=Danene
Anolago west=Mixola
Du-Axo east=Exelosno
Dolulu west=Mulusmu
Amosne west=Dosmoda
Dolmosmigu west=Emesnu
Magodu west=Dilexe
Melesmu west=Daxoligu
Musmilisne west=Enodo
Elnusminige west=Agolisnu
Mene west=Malusma
Elagime west=Mu-Alna
Asno-E west=Dalnulu
Maxe west=Magude
Egudaxo west=Do-Ena
Minixa west=Axu-A
Amolnisnismo west=Asmimisnina
Enalismu west=Manalne
Anegime west=Dusnuliginimo
Dudesno west=Amanage
Denexo west=Musnasnu
Misnelmu west=Egimalu
Alexena west=Daxesnilo
Elninilmo west=Mosmeme
Agenosne west=Dudismu
Elanudilo west=Alesno
Mu-Me west=Esmu-Du
Axulusmu west=Elasnimo
Dege west=Menasnigu
Dixode west=Mixemu
Egenelo west=Dulisnu
Enalisma west=Egasnismo
Molno-Du west=Dolode
Agimalisna west=Egaxudo
Menosna west=Mosmudu
Migaga west=Enigaxixa
Eganolmixisna west=Emasna
Minasmilmu west=Dasmele
Emagame west=Egosnu
Dilmime west=Alu-Mu
Asmu-E west=Mulasno
Eligusmu west=Dismama
Anenaxe west=Asnusmima
Eximane west=Anulmisnisne
Digu-Dime west=Masno
Dexodo west=Magule
Elexu west=Enaxima
Minaxa west=Exuda
Emegige west=Esmasnu
Asnisno west=Dulisna
Enigoda west=Deno
Examilu west=Dinela
Amaxosme west=Elamaxe
Amolodo west=Dolmosmigu
Aminaxa west=Milmusma
Asma west=Elmixinu
Degixe west=Du-Maxe
Dodude west=Agu-Ma
Asmulno west=Egasmixa
Meno-Mo west=Mu-Anime
Dasmege west=Aximulna
Elneliline east=Malisnina
Emenaxixixu west=Elusma
Mosnulo west=Mu-A
Dusnasne west=Dosmosno
Exo-De west=Migode
Agudosnixa west=Memiga
Aminolmu west=Demisnixixinime
Migixo west=Anenasne
Mo-E west=Du-Du-Dilo
Mosminina west=Demala
Modelo west=Amilu-E
Dodasnisme west=Elu-Exe
Mosnu west=Milosnilisma
Esnanige west=Denala
Agameme west=Elaxigu
Dixelmo west=Dusno
Dixudiniga west=Anenelilu
Mulnile west=Daxexa
Agenagu west=Misnu-Miximo
Alilmo west=Axo-Me
Esnilma west=Emagasmo
Do-Mige west=Alnelmu
Elesne west=Mamenimisna
Dudu-A west=Dimo-Me
Magosnu west=Asmemige
Dusnusnu west=Demo-A
Enixixu west=Milimilnixinigine
Dudelu west=Analme
Alnana west=Mu-Asno
Alo-Dilmiga west=Megixo
Mimilne west=Mulosna
Mamexa west=Degisne
Eludalo west=Dusmisne
Agaxo west=Alenusmisna
Misnosmo west=Dudo-Mo
Dimasmigu west=Disnu-Da
Degasnisme west=Milno
Dudema south=Molmosmo west=Molmo
Egilu-E west=Enexasnile
Anudiligo west=Desname
Dinisna west=Exaxa
Memino west=Anulago
Aneno-De west=Mosnesme
Egu west=Dilmiga
Ageliga west=Danu
Emodagu west=Magolu
Anemusmo west=Anodininu
Dalaxe west=Dudolmo
Dosne west=Daxusnina
Dule west=Mexu-Da
Do-Do-Ma west=Alno-Mismu
Modasmu west=Esmela
Elmismixu west=Mixesno
Dago-A west=Ego-Misma
Emuline west=Esmolmo
Elmu west=Mododixa
Musnago west=Esmimine
Dusmama west=Axamosmu
Exino west=Esmemo
Emodaga west=Egexisna
Danixine west=Disnine
Alagulne west=Denege
Esnexe west=Elamo
Maxasne west=Emusmu
Delasmimixu west=Milnoda
Axudenu east=Asnene
Exu-Age west=Anodeno
Memaxe west=Dudulu
Menasma west=Emexeno
Agino-A west=Esmexa
Dimale west=Musminu
Exegina west=Agudu-Do
Dinusno west=Mosnamo
Demage west=Ame
Mo-Ala west=Amilela
Damaxo west=Mixulmu
Elnu-Da west=Amosnisme
Dalolo west=Anamema
Enanusne west=Demamu
Agodusne west=Egigu-E
Denusna west=Emimixo
Asmimu west=Delme
Melanile west=Du-Mo-A
Dolesne west=Axolisnu
Desnesmo west=Melila
Modulile west=Modo-Du
Amixa west=Elu-Elilna
Denemu west=Analisno
Amixagisna west=Mixexine
Alesno west=Alilinu
Milolmu west=Dinisna
Eginusma west=Mulamo
Anu-Dismo west=Esnu-A
Dilulo west=Mimagu
Anemude west=Musnixo
Egasnismo west=Axanesmo
Magane west=Meludu
Damemu west=Emixile
Dodu-Mu west=Mosnigo
Axenelo west=Mimimu
Minige west=Dodu-E
Almima west=Memodixixu
Emanalixisno west=Mosmisniga
Dimemu west=Demu-A
Mesnalo west=Modudu
Axismilno west=Musnige
Do-Asma west=Dosnude
Aginolu west=Exodexo
Exanude west=Agasmu
Mosnulnu west=Agame
Migaligu west=Dosmulimu
Dexa west=Dodelo
Agimesno west=Axusmilmu
Asneno west=Dagu
Alenude west=Danudinu
Manene west=Masnexo
Dimalne west=Mudelo
Dexemisnu west=Mosno
Ananexu west=Agemilo
Dameno west=Anu-E
Mixesma west=Exexuda
Axosmixe west=Ememo-E
Menu-A west=Dismisno
Mimoda west=Demesno
Axodelu west=Enu-Ano
Asmama west=Demosmu
Enulina west=Meno-Do
Asmalo west=Asmusnina
Dixu-E west=Amagude
Dodu-Da west=Agixixu
Exo-Dimo west=Elodismigixo
Mu-Egima west=Delesno
Maxamu west=Dagege
Mamaxila west=Agiligu
Desmaxe west=Molna
Enolmimu west=Du-Ane
Agegana west=Dudu-Do
Ananu west=Asmino
Dodage west=Disnula
Mixano west=Masmolmo
Misnime west=Anamigo
Mixama west=Megaxo
Dinemilnine west=Asno-Do
Disnaxu west=Molasne
Amelme west=Emalila
Enalude west=Anexusme
Mesmexa west=Mudemo
Egudiga west=Aligodilo
Du-E west=Enusna
Maxo-Mo west=Anosma
Daname west=Esmulixo
Demine west=Milegimu
Damula west=Mameno
Esmaga west=Anudodo
Egilegu west=Elmudixe
Milnu-Du west=Migelnimo
Degisne west=Elnasnu
Enimeno west=Almanima
Alnaga west=Dusnilu
Migaxa west=Damusnu
Dimulmo west=Exolo
Delo-De west=Agudasmu
Daleme west=Axusme
Mimaxu west=Dolesnu
Axudosmu west=Mu-Esnu
Emimosno west=Mo-Esne
Anolesno west=Emexage
Amaxodo west=Alolne
Mu-Alo west=Exaxulma
Magaxe west=Dagixo
Dalaxu west=Elmo
Magu west=Examinu
Mudo-E west=Danime
Mosmexismisna west=Axosmixe
Esmimo west=Manesmo
Daxusnina west=Agaxine
Amolne west=Amo-Da
Enilinisne west=Esnega
Digegixixa west=Megasmu
Dixale west=Manexu
Exixu-Mo west=Mininile
Esmixa west=Examude
Dudasna west=Disnanina
Mu-Deno west=Agalo
Esmemo east=Exino
Mexosna west=Disnisma
Miguda west=Dexala
Mu-Dine west=Agelagilo
Dulusma west=Digo-A
Mu-Digu west=Emo
Egilne west=Enodu
Asnale west=Magesnu
Mexo-Misnu west=Mismule
Exisna west=Migusne
Molile west=Mixinige
Dexalilmo west=Minile
Dolexigo west=Mu
Aganexe west=Mosmege
Eminu west=Degamigo
Amagagiga west=Alixelma
Denisno west=Exexode
Emagilnu west=Mesmusno
Mu-Daxo west=Mu-Esma
Digima west=Enolelo
Denosme west=Anesnina
Mu-Mimo west=Digu-Mo
Egixusnu west=Migasme
Esmego west=Mesnina
Emanexo west=Egegu
Amolilne west=Esme
Axo-Ma west=Mimage
Agismilo west=Enixu
Agosmu west=Dulmemu
Exexalinu west=Alulaxe
Migago west=Milna
Do-Maxo west=Amu-Mo
Egino west=Dulodu
Degisna west=Mene
Miludo west=Axismige
Mesnulima west=Dulmame
Dulnino west=Mesnimu
Mema west=Dagene
Digo-Me west=Axusmixe
Anodulma west=Desmusna
Anolnixo west=Emasnixe
Mageme west=Dusmanu
Exo-Mo west=Dinodu
Elnoda west=Elimime
Milnane west=Mulnosna
Elmoda west=Elnime
Exexode west=Dudasna
Musnasme west=Axaxixo
Manigixe west=Mixeniga
Esmoligu west=Emasmisno
Mimelnu west=Asnasmu
Exesmiximu west=Migo-A
Dexulmo west=Malnosne
Exigu west=Elnexe
Egasno west=Emosmila
Anamago west=Maleme
Esnimo east=Emamu-E
Emaninu west=Asno-A
Enexanilno west=Elmasmu
Esnosna west=Delnexo
Dodemu west=Dusnule
Exodo-E west=Melixe
Daxele west=Amegole
Dalaxinu west=Amemagu
Axo west=Malnisnixo
Agulo west=Asmu-Migigo
Dinixu west=Musno
Alemimo west=Egaxile
Dasmimu west=Emisma
Enexesme west=Dego-Misma
Egismima west=Axulo
Anigane west=Axosma
Dimelne west=Dulolmilna
Dixaga west=Amine
Maxino west=Asmima
Examo west=Amilisnu
Mudosmismo west=Desmosnu
Dilasmu west=Milnisne
Minexe west=Magu
Elesna west=Mu-Exe
Dudu-E west=Menala
Mamagu west=Minosne
Esmila west=Amixaxa
Esmo west=Enamo
Do-Amu west=Esnele
Dinosma west=Delmu-A
Esnole west=Ego-Ema
Mixu-Du west=Mamuda
Asmesmu west=Migo
Egosmu west=Agulne
Milnagile west=Milusmo
Anosma west=Amexamo
Dudusne west=Dimesmu
Molmosmo west=Magega
Asmagisnu west=Elenudila
Dasmolo west=Denelo
Dodagilismimile west=Dixisnixa
Eninile west=Anamo
Anixoda west=Egilege
Dode west=Menama
Amu-E west=Desnosnu
Manale west=Exexalu
Dodo-Mu west=Migamimile
Mu-Esno west=Mamego
Menude west=Anolemige
Dosno west=Asnoda
Alile west=Exodilu
Desnana west=Mudule
Anamigo west=Axodilu
Exana west=Esmelmo
Dilnu west=Dudaxino
Milulinu west=Ago-Esme
Maxege west=Du-Eno
Elosma west=Do-Esma
Menolismiga west=Aludemu
Dolnege west=Dusmosmo
Alusma west=Dagola
Dinu-Mixe west=Disnina
Misno-A west=Desmene
Amo-Da west=Milosmu
Mulnudismismino west=Daxixa
Alima west=Exigixe
Alegoda west=Milamo
Egusmu east=Esnexige
Agalo west=Mo-Misma
Ena west=Emenilna
Asnu-E west=Menulmo
Dismine west=Danesmina
Emagu west=Minexu
Exanole west=Dusmodigixo
Elexano west=Dusnesmu
Egaxu-E west=Desnodu
Aginasna west=Exusmixa
Mo-Mega west=Anenemino
Egolusnixo west=Mesma
Agigodu west=Emegudo
Analosma west=Amilalma
Mo west=Agu-Misna
Mosnoda west=Disname
Denela west=Mosnulnu
Dulige west=Dilole
Alulamu west=Dilnaga
Magudu west=Muligo
Degolmu west=Anu
Mosno-Do west=Misnu
Du-A west=Agesnismima
Dusmasno west=Enanega
Ego-Esme west=Enenile
Egosmo west=Modula
Amexime west=Asmosmo
Dulmude west=Musnude
Mismilo west=Anudilu
Eginu west=Amelne
Mudixa west=Egilino
Dodene west=Amalme
Demexixu west=Dixismu
Dodu-Ma west=Mu-Emu
Dulodo south=Duloda west=Du
Dixosme west=Esnu-Ma
Mosmixixu west=Agaganilno
Egusna west=Alo
Du-Exu west=Axo-Du
Molenina west=Alegisna
Du-Emiga west=Anagixa
Mesnimu west=Danegine
Aludude west=Mimosnigu
Dalmu west=Egimudo
Delme west=Dolinixo
Anolnina west=Dosmemina
Asmene west=Asme
Modaxe west=Musnusmu
Memode west=Egusme
Danisma west=Dusmoda
Emanelo west=Egenema
Minu-E west=Mudela
Elagode west=Melnanu
Axixisno west=Asmuda
Mo-Elu west=Anixa
Egigelila west=Damuligo
Mola west=Mosna
Asmexu west=Emaxelo
Esmulmixu west=Amusnu
Delane west=Exulo
Amoleno west=Demigile
Melusminu west=Enaxixa
Amaxudo west=Enudosmo
Dagelmu west=Enosmisnu
Dililu west=Mudaline
Molasnina west=Asniga
Enulamu west=Agagilu
Amemagu west=Emulo-E
Elodige west=Daxodu
Amo west=Amelexo
Danu-De west=Do-Misnu
Malimu west=Elesno
Alnosno west=Molusma
Alaxo west=Enu-Emina
Elexa west=Do-Amu
Dilime west=Exolnisme
Elexodu west=Almo-Mu
Mexinismu west=Dolnolma
Amine west=Elu-Eno
Migisnismo west=Mo-Migo
Dasninu west=Dismesnisme
Agixa west=Dulusno
Emolosmu west=Enodu-E
Mulosma west=Enigililmixo
Dudolne west=Agagisnisno
Axolme west=Melmisnima
Mexegimu west=Anasmime
Agaxeme west=Mismismu
Milaximo west=Axosna
Elo-Ene west=Dilolmo
Alenaxe west=Asnalo
Ememusma west=Dolaxe
Dismigo west=Mimema
Mo-Axa west=Mosmusne
Dexesmu west=Egusno
Manixiga west=Masnisnu
Axamasme west=Amemosno
Enenuda west=Mesmeligo
Axilinu west=Maxudo
Dimesmu west=Anolu
E west=Aligulnu
Egasma west=Dimigu
Esnola west=Axodina
Emodulu west=Dusmagu
Ego-Mo west=Amemala
Esmo-Me west=Dimudino
Elamela west=Molaxe
Do-Dima west=Mo-Mulu
Menudu west=Agusmo
Alnelmu west=Axexolnu
Mememixe west=Esmixilo
Anilnu west=Dexesne
Minaxu west=Mosmigu
Masne west=Denixo
Asnode west=Emaxu-Mu
Molega west=Dagasmisno
Mudule west=Enolesma
Disme west=Alime
Elmolo west=Musmu-Dixo
Eminulno west=Axilosnigo
Minegu west=Emusma
Alisma west=Axudigila
Exo-Alu west=Asmage
Mexode west=Exu-Age
Emu-Mo east=Ameguda
Egalame west=Malalu
Exigeximu west=Dexale
Almodo west=Dudisne
Enago-Do west=Anigila
Dixelismu west=Musnelinisne
Maxulmu west=Agosnime
Magegisnina west=Elegodu
Delne west=Emaxula
Mulanu west=Agolame
Modilixu west=Emodudu
Elu-Milige west=Mixolixe
Dolmesme west=Axegosme
Minixe west=Esnosma
Dusnimo west=Anilosne
Disnusmo west=Egamo-A
Elnu-A west=Axexisnu
Denexa west=Emamo
Elenelmixa west=Masnisma
Anenemino west=Damaxu
Emismu west=Amixudo
Emegudo west=Exegaxiga
Dusnasme west=Agemimo
Milila west=Egisna
Elaxenigo west=Miliga
Mixolmixa west=Dulismige
Exaxodina west=Dosmilu
Dilnaga west=Dodudino
Axexisne west=Do-Agu
Demixa west=Asmixo
Migage west=Dego-E
Menagigu west=Axudagu
Almexa west=Dimosnixe
Emixosme west=Eginenu
Axime west=Dixolu
Enenosna west=Malu-Disne
Amexeme west=Do-Asma
Amosnixo west=Dudusnimo
Dega west=Dalesminu
Emalisna west=Anosna
Axisnismu west=Delaniga
Agaganilno west=Milaxu
Mixamo west=Eminulno
Dismaga west=Disnexa
Alegisna west=Deno-Mo
Dusnuliginimo west=Damalime
Exexesno west=Elnasno
Daxulna west=Esmale
Exoliga west=Almu
Mosno-Mo west=Emu-Emu
Eminege west=Dismudimu
Almena west=Mo-Diga
Dixusno west=Musnismixa
Ego-Ana west=Migago
Mixesnu east=Du-Dosmu
Eninena west=Examulinime
Mixudimismo west=Ananino
Milo-Mu west=Mexesminu
Exo-Da west=Egesnismisnixo
Agulmisma west=Esmolmiga
Alasno west=Dixusmu
Desmu-Mu west=Maxamu
Mo-A west=Amanino
Do-Dinu west=Dasmagixe
Axixaxo west=Alaximo
Manago west=Dila
Axalesno west=Exismo
Menaga west=Milila
Denu-E west=Enigilu
Mesnosnixo west=Dasnaxilo
Axigesmu west=Emelu
Digaxo west=Mesme
Musno-E west=Anasna
Examimimu west=Enexe
Dusmegismo west=Dixode
Axusne west=Mosnaxilninu
Asnismu west=Anu-Asmu
Axamege west=Egino
Axodexe west=Memusno
Dilisno west=Degulo
Malnago west=Malexo
Anagode west=Asmudine
Masmolmo south=Do-Amu west=Do-A
Esnodo west=Do-Ega
Anaxolmu west=Axodine
Magine west=Axesminilmo
Milulixinu west=Emolo
Du-Ago west=Elminu
Mesmaxo west=Enigelu
Elalosmu west=Axisnu
Mudaxu west=Daleme
Miximu west=Axino
Eminexo west=Digiginu
Melanismu west=Egixu
Dimaxismo west=Dosmixigilu
Dememixe west=Emilmu
Musnalnu west=Dodexa
Eludinisma west=Musnesnu
Asnisne west=Desnuda
Dexame west=Mamanu
Misneme west=Aminaxa
Egilnisme west=Disnusmiga
Dolixa west=Dagamo
Anenino west=Ano-Exixo
Alemosme west=Egagamino
Axo-De west=Dimusno
Aximesna west=Duda
Daxexo west=Minamo
Exilne west=Dinine
Dago-E west=Eno-Mo
Exenoda west=Mosnimu
Agusmo west=Egima
Asmaxe west=Do-Esmo
Dagina west=Malu
Degosnine west=Esnolna
Asmosno west=Desnoda
Modigige west=Aminolmu
Egolu west=Mosminina
Examana west=Mo-Dismo
Dolene west=Esmaga
Alime west=Agulma
Minema west=Alosnu
Alinala west=Mimexu
Dage east=Aminosmu
Milnigigu west=Alo-Me
Denodilmu west=Do-Mole
Amimexa west=Malelmu
Exe west=Egixusne
Mismene west=Exule
Danaxa west=Mo-Exina
Axudixo west=Dixexo
Dudanismila west=Milnelu
Minesme west=Magino
Eno-A west=Dimixo
Amalno west=Axodu-Da
Alulnixa west=Mu-Mimo
Egududa west=Enisnigo
Axegosme west=Amesma
Malisnime west=Anelnu
Aligolnu west=Mulage
Mododa west=Milnu-Du
Mu-Dalu west=Agismilo
Melmu-Me west=Exulime
Amolmige west=Misnosmo
Mimige west=Egesno
Dosmigu west=Dilmigigine
Mixagu west=Migana
Exagame west=Mo-Mano
Agemimo west=Dageligo
Aginige west=Exudixa
Dimodilige west=Dusnexiga
Alisne west=Esnulme
Emanusno west=Dalamile
Degino west=Emusmine
Mixu west=Mesmasnu
Mino-Du west=Mo-Dolno
Mime west=Mo-Ame
Duloda west=Disno-Ma
Malninu west=Dodu-A
Amodu-A west=Exo-Mo
Ego west=Memenixu
Amulu-A west=Aginale
Dududisna west=Elmoda
Axaxege west=Maxosme
Egelele west=Emigegu
Dememo west=Emimu-Misma
Exexexe west=Mamosme
Ano-Ane west=Amilma
Exanilna west=Anudilnu
Mesmigigo west=Musmo
Exolilma west=Asnesnile
Anigodu west=Axodisnu
Esmasne west=Do-Mosno
